territory_code,territory_name,year,population,area_km2,gdp,tourism_nights,density,log_density,log_gdp,log_tourism_nights
ITF6,Calabria,2011,1972049,15221.6147,37064.8,3479590.0,129.5558348353148,4.864111945247567,10.520423011150186,15.062425028717842
ITF6,Calabria,2012,1968536,15221.6148,35562.3,3400617.0,129.32504375291379,4.862328954207046,10.479041366951291,15.03946744371083
ITF6,Calabria,2013,1962430,15221.6148,34382.0,3238679.0,128.92390365836877,4.8592223361845095,10.445288450601439,14.990676088580342
ITF6,Calabria,2014,1958226,15221.6148,34017.0,3258024.0,128.64771745504953,4.857077796285472,10.434615678639949,14.9966314345995
ITF6,Calabria,2015,1951733,15221.6148,34633.1,3475860.0,128.22115298831503,4.853756530784436,10.45256515114916,15.061352488376796
ITF6,Calabria,2016,1943085,15221.6148,34368.2,3485056.0,127.65301352915593,4.849315751157803,10.444886997218457,15.06399467091423
ITF6,Calabria,2017,1935097,15221.6148,34517.7,3792625.0,127.12823346442849,4.845196289360324,10.449227514935902,15.14856894945072
ITF6,Calabria,2018,1924257,15221.6149,34143.4,4020981.0,126.41608742841076,4.83957874757306,10.438324581313527,15.207036460675509
ITF6,Calabria,2019,1912021,15221.6149,34070.3,4104264.0,125.61223053934967,4.833199626198925,10.43618131601689,15.227536991249199
ITF6,Calabria,2020,1894110,15221.6149,31143.4,2126968.0,124.43554855667777,4.823787899585349,10.346357623756651,14.570208049405357
ITF6,Calabria,2021,1860601,15219.2985,33616.7,2900725.0,122.25274377790802,4.806090572094186,10.422778246285397,14.88047126371191
ITF6,Calabria,2022,1855454,15219.2985,34862.8,3758833.0,121.91455473456939,4.803320428330773,10.459175637133571,15.139619094850188
ITF6,Calabria,2023,1846610,15219.2985,35269.2,4028905.0,121.3334504215158,4.798542543980658,10.470765340806706,15.20900518484362
ITF6,Calabria,2024,1838568,15219.2985,,4059624.0,120.80504236118372,4.794178026030094,,15.216600916451828
ITG,Isole,2010,6697756,49931.7914,,,134.1381074503167,4.898869921807463,,
ITG,Isole,2011,6715315,49931.7748,,,134.48981188627806,4.901488448115453,,
ITG,Isole,2012,6717025,49931.7748,,,134.52405861607787,4.901743057514744,,
ITG,Isole,2013,6708123,49931.7748,,,134.34577534784523,4.900416889444987,,
ITG,Isole,2014,6694282,49931.7748,,,134.06857710974054,4.898351438517251,,
ITG,Isole,2015,6676908,49931.7748,,,133.72062232404366,4.895752715474988,,
ITG,Isole,2016,6646892,49931.8088,,,133.1193914208852,4.891246405404434,,
ITG,Isole,2017,6614739,49931.8088,,,132.47545320248844,4.886397369414593,,
ITG,Isole,2018,6573228,49931.8089,,,131.64409911854804,4.880102062442873,,
ITG,Isole,2019,6530805,49931.9984,,,130.79398400365247,4.87362344410948,,
ITG,Isole,2020,6486911,49931.9984,,,129.91490843274562,4.866879685626527,,
ITG,Isole,2021,6423749,49943.8168,,,128.6195051075872,4.856858472989683,,
ITG,Isole,2022,6420742,49943.8168,,,128.5592974544148,4.856390256685131,,
ITG,Isole,2023,6392162,49943.8168,,,127.9870544455465,4.851929121660743,,
ITG,Isole,2024,6367812,49943.8168,,,127.49950660559047,4.848112494830919,,
ITG1,Sicilia,2010,5044045,25832.115,99154.3,8696075.0,195.26256367316418,5.274345133247154,11.504432501640935,15.978382332401004
ITG1,Sicilia,2011,5059482,25832.0162,97567.1,8442811.0,195.86090225508607,5.277404724914766,11.48829562540959,15.94882586799305
ITG1,Sicilia,2012,5061946,25832.0162,95159.2,8228579.0,195.95628776355446,5.27789161274298,11.463306557487902,15.923123896749273
ITG1,Sicilia,2013,5053540,25832.0162,93262.4,7735588.0,195.63087762386897,5.276229606204695,11.443172304536867,15.861342057199622
ITG1,Sicilia,2014,5041754,25832.0162,90995.4,7780036.0,195.17462210324877,5.273894655810033,11.418564234770772,15.867071523393227
ITG1,Sicilia,2015,5028266,25832.0162,91736.6,8079479.0,194.65247935234729,5.271215811464926,11.426676706204296,15.90483794822032
ITG1,Sicilia,2016,5004400,25832.0161,91832.7,8474351.0,193.72858783562,5.26645814772949,11.427723722331491,15.95255463012744
ITG1,Sicilia,2017,4977900,25832.0161,92235.9,8845434.0,192.70272907579985,5.261148737623097,11.43210470469225,15.995411951641907
ITG1,Sicilia,2018,4942188,25832.0162,91219.7,8974306.0,191.32025784344313,5.253948766518919,11.421026161507816,16.009876163443522
